"","Nome","upp","Complexo","OBJECTID_1","OBJECTID","Codfavela","Cod_Comple","Flag_Ativa","Data_Cadas","Data_saida","Data_Alter","Pop_SABREN","Dom_SABREN","Fonte","Bairro_","RP","RA","AP","Porte","Shape_ST_1","Shape_ST_2","ShapeSTAre","ShapeSTLen","data_ocupacao","data_fim","Treatment","year.occupation","month.occupation","day.occupation","year.fim","month.fim","day.fim"
"233","Conjunto Residencial dos Servidores Municipais","N","Conjunto Residencial dos Servidores","342","342","311","2063","1","1981-07-09T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1369","437","IBGE - Censo Demográfico 2010","0","3.7","20","3","entre 101 e 500 domicílios",2666.34434742,78907.3127499,78907.3125,2666.34434742775,NA,NA,0,NA,NA,NA,NA,NA,NA
"234","Conjunto Residencial Fernão Cardin","N","Isolada","768","769","139","0","1","1981-07-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2416","775","IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",2107.0753785,52075.6469127,52075.6489257812,2107.07537849897,NA,NA,0,NA,NA,NA,NA,NA,NA
"235","Cordovil","N","Isolada","642","642","116","0","1","1981-07-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2301","545","IBGE - Censo Demográfico 2010","0","3.5","31","3","> 500 domicílios",1072.11880662,37797.3543531,37797.353515625,1072.11880661063,NA,NA,0,NA,NA,NA,NA,NA,NA
"236","Coréia (RA - Bangu)","N","Fazenda Coqueiro","468","468","268","2118","1","1981-09-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4087","1315","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","> 500 domicílios",2689.37559653,142463.246098,142463.246582031,2689.37559653693,NA,NA,0,NA,NA,NA,NA,NA,NA
"237","Coréia (RA - Santa Cruz)","N","Isolada","387","387","299","0","1","1981-09-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","221","68","IBGE - Censo Demográfico 2010","0","5.3","19","5","< 100 domicílios",429.99397121,8985.67190185,8985.67138671875,429.993971205748,NA,NA,0,NA,NA,NA,NA,NA,NA
"238","Coréia (RA - Tijuca)","Salgueiro","Isolada","861","862","63","0","1","1988-08-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","196","57","IBGE - Censo Demográfico 2010","0","2.2","8","2","< 100 domicílios",1135.88879172,18692.3273219,18692.3251953125,1135.88879173417,"2010-07-30",NA,1,2010,7,30,NA,NA,NA
"239","Coroado (AMAPOLO)","Cerro-Corá","Isolada","862","863","786","0","1","2003-01-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","930","291","IBGE - Censo Demográfico 2010","0","1.1","23","1","entre 101 e 500 domicílios",584.1056768,14881.7654499,14881.7646484375,584.105676803261,"2013-04-29",2018-12-21,1,2013,4,29,2018,12,21
"240","Cosme e Damião","N","Vila João Lopes","237","237","269","2114","1","1981-08-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1158","343","IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",1202.05130963,40765.4622333,40765.46484375,1202.05130962951,NA,NA,0,NA,NA,NA,NA,NA,NA
"241","Covanca","N","Morro Bela Vista","125","125","245","2097","1","1981-09-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","438","122","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",1113.31475708,33677.6896465,33677.689453125,1113.31475707699,NA,NA,0,NA,NA,NA,NA,NA,NA
"242","Cristo Rei","N","Rua Embiri","131","131","224","2057","1","1981-09-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","419","118","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",268.198682,4344.51073945,4344.51171875,268.198681999005,NA,NA,0,NA,NA,NA,NA,NA,NA
"243","Curicica","N","Colônia Juliano Moreira","42","42","429","2092","1","1988-08-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","126","41","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",220.02913176,2587.0033865,2587.00341796875,220.029131755309,NA,NA,0,NA,NA,NA,NA,NA,NA
"244","Curicica II","N","Vila União da Curicica","37","37","661","2103","1","2002-03-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","260","86","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",482.00789859,8760.67377434,8760.67431640625,482.007898584207,NA,NA,0,NA,NA,NA,NA,NA,NA
"245","Da Curva","N","Isolada","397","397","1034","0","1","2009-03-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","83","23","IPP com base em IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",825.50296312,11364.5540288,11364.5551757812,825.502963119576,NA,NA,0,NA,NA,NA,NA,NA,NA
"246","Deus é Vida","N","Parque Criança Esperança","480","480","1064","2071","1","2009-05-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","229","76","IBGE - Censo Demográfico 2010","0","3.6","22","3","< 100 domicílios",953.89922563,10520.3131007,10520.3115234375,953.899225636232,NA,NA,0,NA,NA,NA,NA,NA,NA
"247","Divinéia","N","Três Pontes","969","970","300","2139","1","1981-09-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4436","1332","IPP com base em IBGE - Censo Demográfico 2010","0","5.3","19","5","> 500 domicílios",3881.55561965,305833.297718,305833.299804688,3881.55561965254,NA,NA,0,NA,NA,NA,NA,NA,NA
"248","Do Horto","N","Isolada","825","826","721","0","1","2004-01-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","970","286","IBGE - Censo Demográfico 2010","0","2.1","6","2","entre 101 e 500 domicílios",3116.82153193,62539.4749753,62539.4741210938,3116.82153193022,NA,NA,0,NA,NA,NA,NA,NA,NA
"249","Do Larguinho","N","Nilo","208","208","423","2110","1","1988-04-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","525","153","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",504.32922123,11038.0330376,11038.033203125,504.329221228716,NA,NA,0,NA,NA,NA,NA,NA,NA
"250","Dois de Maio","Jacarezinho","Dois de Maio","888","889","140","2041","1","1981-06-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3240","870","IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",1745.15102915,45373.3207201,45373.3227539062,1745.151029149,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"251","Dona Francisca","Lins","Lins","900","901","171","2044","1","1981-08-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","951","267","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",1579.16270722,84504.3286725,84504.3305664062,1579.16270722772,"2013-10-06",NA,1,2013,10,6,NA,NA,NA
"252","Dourados","N","Dourados","632","632","117","2033","1","1981-04-30T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","676","131","IBGE - Censo Demográfico 2010","0","3.5","31","3","entre 101 e 500 domicílios",1304.30800845,37005.0957295,37005.0942382812,1304.30800845465,NA,NA,0,NA,NA,NA,NA,NA,NA
"253","Doutor Catrambi","N","Isolada","850","851","64","0","1","1981-05-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","195","61","IBGE - Censo Demográfico 2010","0","2.2","8","2","< 100 domicílios",863.42229684,15461.1364222,15461.1362304688,863.422296847971,NA,NA,0,NA,NA,NA,NA,NA,NA
"254","Drª. Maria Estrela","N","Isolada","418","418","1067","0","1","2009-05-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","124","38","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",302.49101615,3977.44140083,3977.44091796875,302.491016153719,NA,NA,0,NA,NA,NA,NA,NA,NA
"255","Engenheiro Alberto Moas, próxima ao nº 75","Jacarezinho","Jacarezinho","763","764","910","2083","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","72","22","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","< 100 domicílios",109.62552744,612.13783023,612.1376953125,109.625527438024,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"256","Engenheiro Alfredo Gonçalves","N","Engenheiro Alfredo Gonçalves","169","169","562","2042","1","1992-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","908","279","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",1522.24220579,56954.4281735,56954.423828125,1522.24220579549,NA,NA,0,NA,NA,NA,NA,NA,NA
"257","Engenho da Serra","N","Isolada","122","122","764","0","1","2003-02-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","162","51","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",1954.83784913,33166.2357883,33166.2368164062,1954.83784913418,NA,NA,0,NA,NA,NA,NA,NA,NA
"258","Entre Rios","N","Colônia Juliano Moreira","63","63","592","2092","1","1995-05-31T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1851","563","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",1593.22750322,75047.0851401,75047.0903320312,1593.2275032202,NA,NA,0,NA,NA,NA,NA,NA,NA
"259","Espírito Santo","N","Vila Campinho","181","181","246","2058","1","1981-09-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","805","230","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",1012.54606798,33085.9002509,33085.8989257812,1012.54606797889,NA,NA,0,NA,NA,NA,NA,NA,NA
"260","Estrada Curipós, nº 310","N","Isolada","79","79","808","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","89","28","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",654.31522514,8184.013026,8184.013671875,654.315225141255,NA,NA,0,NA,NA,NA,NA,NA,NA
"261","Estrada da Cachamorra","N","Largo do Corrêa 1","292","292","894","2144","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","784","238","IBGE - Censo Demográfico 2010","0","5.4","26","5","entre 101 e 500 domicílios",1726.77937758,80764.0234377,80764.0229492188,1726.77937758272,NA,NA,0,NA,NA,NA,NA,NA,NA
"262","Estrada da Cachamorra (altura da Av. Mario Pedrosa)","N","Isolada","374","374","848","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","440","154","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",671.47025354,3815.77272973,3815.77099609375,671.470253531022,NA,NA,0,NA,NA,NA,NA,NA,NA
"263","Estrada da Caroba","N","Isolada","621","621","846","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","70","19","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",260.86630384,2350.33396404,2350.3330078125,260.866303841231,NA,NA,0,NA,NA,NA,NA,NA,NA
"264","Estrada da Caroba, nº 889","N","Isolada","622","622","286","0","1","1981-09-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","50","12","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",204.57032252,1662.45644578,1662.455078125,204.570322526445,NA,NA,0,NA,NA,NA,NA,NA,NA
"265","Estrada da Pedra I","N","Isolada","1004","1005","877","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","105","30","IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",1856.91905239,19364.393687,19364.3930664062,1856.91905236468,NA,NA,0,NA,NA,NA,NA,NA,NA
"266","Estrada da Pedra II","N","Isolada","1001","1002","878","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","65","21","IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",536.0579848,10234.9463521,10234.9458007812,536.057984803085,NA,NA,0,NA,NA,NA,NA,NA,NA
"267","Estrada da Pedra III","N","Isolada","1000","1001","879","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","111","42","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",307.68099716,4144.76599282,4144.76611328125,307.680997163734,NA,NA,0,NA,NA,NA,NA,NA,NA
"268","Estrada da Pedra IV","N","Isolada","998","999","880","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","173","47","IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",575.80710321,10096.8640606,10096.8642578125,575.807103217245,NA,NA,0,NA,NA,NA,NA,NA,NA
"269","Estrada da Pedra IX","N","Isolada","1003","1004","888","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","109","33","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",448.54120754,8355.90700621,8355.90673828125,448.541207541291,NA,NA,0,NA,NA,NA,NA,NA,NA
"270","Estrada da Pedra V","N","Isolada","999","1000","881","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","70","20","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",473.25775989,6841.79583503,6841.7958984375,473.257759892783,NA,NA,0,NA,NA,NA,NA,NA,NA
"271","Estrada da Pedra VI","N","Isolada","1002","1003","882","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","78","28","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",573.51728734,11033.798884,11033.7993164062,573.517287345261,NA,NA,0,NA,NA,NA,NA,NA,NA
"272","Estrada da Pedra VII","N","Isolada","1006","1007","885","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","51","17","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",210.15675068,2693.15131558,2693.150390625,210.156750681558,NA,NA,0,NA,NA,NA,NA,NA,NA
"273","Estrada da Pedra VIII","N","Isolada","1008","1009","887","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","113","30","IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",383.62535128,9535.51803878,9535.5185546875,383.625351279052,NA,NA,0,NA,NA,NA,NA,NA,NA
"274","Estrada da Pedra X","N","Isolada","994","995","889","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","92","28","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",274.96745833,2989.89124789,2989.8916015625,274.967458333835,NA,NA,0,NA,NA,NA,NA,NA,NA
"275","Estrada da Posse","N","Isolada","605","605","987","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","134","43","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",378.31815278,7446.07459638,7446.07421875,378.318152783118,NA,NA,0,NA,NA,NA,NA,NA,NA
"276","Estrada da Saudade","Vila Kennedy","Alto Kennedy","411","411","450","2116","1","1991-03-09T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","858","281","IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",823.06802069,34620.2440907,34620.244140625,823.068020695499,"2014-03-13",2018-06-01,1,2014,3,13,2018,6,1
"277","Estrada de Gericinó (altura do nº 860)","N","Vila Catiri","415","415","815","2121","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","337","102","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",319.3879113,6267.39145376,6267.390625,319.387911299991,NA,NA,0,NA,NA,NA,NA,NA,NA
"278","Estrada de Gericinó (em frente ao nº 817)","N","Isolada","417","417","816","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","64","21","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",216.01490667,1741.89717873,1741.8974609375,216.014906670357,NA,NA,0,NA,NA,NA,NA,NA,NA
"279","Estrada de Inhoaíba (próxima Lt 02 - Qd 32)","N","Isolada","255","255","904","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","276","76","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",412.38187348,10136.2811936,10136.28125,412.381873484172,NA,NA,0,NA,NA,NA,NA,NA,NA
"280","Estrada de Jacarepaguá, nº 2.679","N","Isolada","75","75","907","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","36","13","IPP com base em IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",270.85830594,4590.6550177,4590.6552734375,270.858305939846,NA,NA,0,NA,NA,NA,NA,NA,NA
"281","Estrada de Jacarepaguá, nº 6.590","N","Isolada","92","92","1043","0","1","2009-03-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","108","35","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",200.18277434,2001.95365631,2001.95361328125,200.182774341604,NA,NA,0,NA,NA,NA,NA,NA,NA
"282","Estrada de Realengo, nº 1.516","N","Isolada","460","460","814","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","157","45","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",199.098122,2498.23828096,2498.23876953125,199.098121994988,NA,NA,0,NA,NA,NA,NA,NA,NA
"283","Estrada do Boiúna, nº 1.118","N","Isolada","224","224","1004","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","123","33","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",496.3094265,6468.11021311,6468.10888671875,496.309426504933,NA,NA,0,NA,NA,NA,NA,NA,NA
"284","Estrada do Boiúna, nº 1546","N","Isolada","222","222","1101","0","1","2011-02-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","64","21","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",662.0857627,8198.95076117,8198.95166015625,662.085762700638,NA,NA,0,NA,NA,NA,NA,NA,NA
"285","Estrada do Boiúna, nº 2.354","N","Isolada","225","225","1003","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","140","51","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",709.65399841,10472.1527905,10472.1538085938,709.653998405963,NA,NA,0,NA,NA,NA,NA,NA,NA
"286","Estrada do Catonho I","N","Isolada","213","213","247","0","1","1981-09-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","583","164","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",671.85745394,20777.0835397,20777.08203125,671.85745394582,NA,NA,0,NA,NA,NA,NA,NA,NA
"287","Estrada do Catonho, nº14","N","Isolada","214","214","1039","0","1","2009-03-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","31","9","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","33","5","< 100 domicílios",447.54529143,5543.04697516,5543.0458984375,447.545291432177,NA,NA,0,NA,NA,NA,NA,NA,NA
"288","Estrada do Engenho d'Água, nº 260 Fundos","N","Isolada","91","91","550","0","1","1991-07-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","46","15","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",185.75512146,1821.69127408,1821.6904296875,185.755121460171,NA,NA,0,NA,NA,NA,NA,NA,NA
"289","Estrada do Gandu","N","Isolada","322","322","717","0","1","2002-04-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","26","8","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",774.86674836,11428.4779256,11428.4770507812,774.866748362274,NA,NA,0,NA,NA,NA,NA,NA,NA
"290","Estrada do Itararé","Adeus / Baiana","Complexo do Alemão","666","667","861","2084","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","75","22","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","29","3","< 100 domicílios",205.72713407,2369.69635013,2369.69677734375,205.727134064899,"2010-11-28",NA,1,2010,11,28,NA,NA,NA
"291","Estrada do Lameirão","N","Isolada","329","329","990","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","124","34","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",788.70550386,5760.55100657,5760.552734375,788.7055038592,NA,NA,0,NA,NA,NA,NA,NA,NA
"292","Estrada do Magarça, nº 2.823","N","Estrada do Magarça","286","286","893","2143","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2070","664","IBGE - Censo Demográfico 2010","0","5.4","26","5","> 500 domicílios",2305.03177458,135211.721294,135211.720703125,2305.03177458379,NA,NA,0,NA,NA,NA,NA,NA,NA
"293","Estrada do Mato Alto","N","Isolada","276","276","838","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","241","72","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",674.17197542,20272.598019,20272.5966796875,674.17197542604,NA,NA,0,NA,NA,NA,NA,NA,NA
"294","Estrada do Mato Alto, nº 5.078","N","Isolada","301","301","896","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","118","37","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","< 100 domicílios",440.85483481,9281.11201555,9281.1123046875,440.854834820323,NA,NA,0,NA,NA,NA,NA,NA,NA
"295","Estrada do Meringuava","N","Isolada","215","215","248","0","1","1981-09-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1103","316","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",615.27761621,21209.3364734,21209.3354492188,615.277616209522,NA,NA,0,NA,NA,NA,NA,NA,NA
"296","Estrada do Murundu","N","Isolada","448","448","941","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","213","66","IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",500.60772205,5045.98131483,5045.98193359375,500.607722049174,NA,NA,0,NA,NA,NA,NA,NA,NA
